XN Date,Cheque No,Narration,Debits,Credits,Balance,Sub Category
30-06-2021,,"neft in,neft/n181211548083991/ibullcapital/hdfc0000001/59277777746742/return",,5348,5348.27,NEFT BOUNCE
25-06-2021,,"neft in,neft/n176211543424572/ibullcapital/hdfc0000001/59277777746742/return",,4450,4452.27,NEFT BOUNCE
22-06-2021,,"neft in,neft/n173211540347364/ibullcapital/hdfc0000001/59277777746742/return",,3779,3780.27,NEFT BOUNCE
01-09-2022,TBMS-1016340082,chrg: ecs return on 01-aug-2022huey tech pvt ltd,590,,820.14,ECS BOUNCED CHARGES
21-06-2022,TBMS-980350498,chrg: ecs return on 02-jun-2022bajaj finance ltd,411.65,,0,ECS BOUNCED CHARGES
15-07-2022,TBMS-993235051,rem chrgs:ecs return on 02-jun-2022bajaj finance,178.35,,1.1,ECS BOUNCED CHARGES
09-08-2022,TBMS-1004129429,rem chrgs:ecs return on 03-jul-2022bajaj finance,590,,652.69,ECS BOUNCED CHARGES
09-08-2022,TBMS-1004129405,rem chrgs:ecs return on 02-jul-2022bajaj finance,590,,62.69,ECS BOUNCED CHARGES
02-09-2022,TBMS-1016070798,chrg: ecs return on 08-aug-2022 tpach aeontest,590,,7962.81,ECS BOUNCED CHARGES
02-09-2022,TBMS-1017043352,chrg: ecs return on 02-aug-2022bajaj finance ltd,590,,7372.81,ECS BOUNCED CHARGES
02-09-2022,TBMS-1016835888,chrg: ecs return on 02-aug-2022 tpach aeontest,590,,6782.81,ECS BOUNCED CHARGES
09-09-2022,TBMS-1018388907,chrg: ecs return on 17-aug-2022 tpach aeontest,248.81,,0,ECS BOUNCED CHARGES
08-08-2022,,chrg/ecs return/02-08-2022fdrl70217052200041864710,212,,571.42,ECS BOUNCED CHARGES
22-08-2022,,chrg/ecs return/16-08-2022fdrl70217052200036244768,149,,1.88,ECS BOUNCED CHARGES
24-08-2022,,chrg/ecs return/19-08-2022fdrl70221072200001394780,413,,9.88,ECS BOUNCED CHARGES
05-09-2022,,chrg/ecs return/31-08-2022fdrl70221072200001394832,81,,2.88,ECS BOUNCED CHARGES
12-09-2022,,chrg/ecs return/05-09-2022fdrl70221072200001394854,4,,1.13,ECS BOUNCED CHARGES
26-07-2022,TBMS- 997891118, chrg: ecs return on 08-jul-2022 tp ach moneymitrai  ,590,,124324.68,ECS BOUNCED CHARGES
08-09-2022,TBMS- 1018967698, chrg: ecs return on 23-aug-2022 hdbfs  ,590,,1203.28,ECS BOUNCED CHARGES
09-09-2022,TBMS- 1018954162, chrg: ecs return on 30-aug-2022 hdbfs(value date: 08-09-2022)  ,590,,613.28,ECS BOUNCED CHARGES
14-09-2022,TBMS- 1025329254, rem chrgs:ecs return on 02-aug-2022 hdbfs  ,590,,1289.28,ECS BOUNCED CHARGES
14-09-2022,TBMS- 1025329303, rem chrgs:ecs return on 10-aug-2022 hdbfs  ,590,,699.28,ECS BOUNCED CHARGES
14-09-2022,TBMS- 1025329270, rem chrgs:ecs return on 05-aug-2022 hdbfs  ,590,,109.28,ECS BOUNCED CHARGES
20-04-2022,TBMS- 941577068, chrg: ecs return on 04-apr-2022 hdbfs  ,500,,0,ECS BOUNCED CHARGES
28-04-2022,TBMS- 951025354, chrg: ecs return on 18-apr-2022 hdbfs(value date: 27-04-2022)  ,351,,0,ECS BOUNCED CHARGES
17-05-2022,TBMS- 960358989, chrg: ecs return on 02-may-2022 hdbfs  ,590,,2333,ECS BOUNCED CHARGES
18-05-2022,TBMS- 960345142, chrg: ecs return on 06-may-2022 hdbfs(value date: 17-05-2022)  ,590,,1743,ECS BOUNCED CHARGES
20-05-2022,TBMS- 962648804, rem chrgs:ecs return on 18-apr-2022 hdbfs  ,239,,1205,ECS BOUNCED CHARGES
20-05-2022,TBMS- 962649356, rem chrgs:ecs return on 04-apr-2022 hdbfs  ,90,,1115,ECS BOUNCED CHARGES
20-05-2022,TBMS- 962649398, rem chrgs:ecs return on 06-apr-2022 hdbfs  ,590,,525,ECS BOUNCED CHARGES
21-06-2022,TBMS- 979858920, chrg: ecs return on 02-jun-2022 hdbfs(value date: 20-06-2022)  ,3.27,,0,ECS BOUNCED CHARGES
23-06-2022,TBMS- 982003319, chrg: ecs return on 16-jun-2022 hdbfs  ,590,,510,ECS BOUNCED CHARGES
14-07-2022,TBMS- 992671472, rem chrgs:ecs return on 02-jun-2022 hdbfs  ,586.73,,2516.28,ECS BOUNCED CHARGES
14-07-2022,TBMS- 992671503, rem chrgs:ecs return on 06-jun-2022 hdbfs  ,590,,1926.28,ECS BOUNCED CHARGES
26-07-2022,TBMS- 997830586, chrg: ecs return on 02-jul-2022 hdbfs  ,5.28,,0,ECS BOUNCED CHARGES
01-08-2022,TBMS- 1000631506, chrg: ecs return on 22-jul-2022 hdbfs  ,50,,0,ECS BOUNCED CHARGES
09-08-2022,TBMS- 1005008584, rem chrgs:ecs return on 02-jul-2022 hdbfs(value date: 08-08-2022)  ,584.72,,1154.28,ECS BOUNCED CHARGES
09-08-2022,TBMS- 1005008532, rem chrgs:ecs return on 22-jul-2022 hdbfs(value date: 08-08-2022)  ,540,,614.28,ECS BOUNCED CHARGES
09-08-2022,TBMS- 1005008552, rem chrgs:ecs return on 06-jul-2022 hdbfs(value date: 08-08-2022)  ,590,,24.28,ECS BOUNCED CHARGES
06-06-2022,TBMS- , rem chrgs:ecs return on 18-may-2022tp ach moneymi(value date: 05-06- 9739158732022) ,590,,0.37,ECS BOUNCED CHARGES
02-09-2022,TBMS- , chrg: ecs return on 02-aug-2022 tp ach moneymitrai(value date: 01-09-10167743582022) ,549.1,,0,ECS BOUNCED CHARGES
14-09-2022,TBMS- 1026578926, rem chrgs:ecs return on 02-aug-2022 tp ach moneymi  ,40.9,,71.6,ECS BOUNCED CHARGES
01-09-2022,TBMS- 1016317816, chrg: ecs return on 05-aug-2022 tp ach idfcfirstba  ,590,,13911.42,ECS BOUNCED CHARGES
21-06-2022,,chrg: ecs return on 05-jun-2022 razorpay,2.11,,0,ECS BOUNCED CHARGES
14-07-2022,,rem chrgs:ecs return on 05-jun-2022razorpay,587.89,,17.61,ECS BOUNCED CHARGES
26-07-2022,,chrg: ecs return on 06-jul-2022 razorpay,590,,6012.79,ECS BOUNCED CHARGES
06-06-2022,,ecs ret chrgs -ioba7012603210000804 dt 06-06-2022,236,,998.93,ECS BOUNCED CHARGES
06-07-2022,,ecs ret chrgs -ioba7012603210000804 dt 06-07-2022,236,,3389.82,ECS BOUNCED CHARGES
11-07-2022,,ecs ret chrgs -ioba7012806210000802 dt 11-07-2022,236,,3458.94,ECS BOUNCED CHARGES
25-07-2022,,ecs ret chrgs -ioba7012009210000638 dt 25-07-2022,236,,1395.67,ECS BOUNCED CHARGES
07-08-2022,,ecs/nach return chargesfor 06-aug-22,236,,12666.68,ECS BOUNCED CHARGES
08-08-2022,,ecs/nach return chargesfor 07-aug-22,236,,12.11,ECS BOUNCED CHARGES
12-08-2022,,ecs ret chrg forioba7013107200000506 09-aug-22,236,,4493.55,ECS BOUNCED CHARGES
14-07-2022,TBMS-994092067,rem chrgs:ecs return on 02-jun-2022hdbfs,590,,2501.18,ECS BOUNCED CHARGES
15-07-2022,TBMS-994092033,rem chrgs:ecs return on 02-jun-2022tpcapfrst idfc,1180,,1321.18,ECS BOUNCED CHARGES
26-07-2022,TBMS-999654162,chrg: ecs return on 02-jul-2022hdbfs,141.49,,0,ECS BOUNCED CHARGES
09-08-2022,TBMS-1004062682,rem chrgs:ecs return on 03-jul-2022tpcapfrst idfc,1,,0,ECS BOUNCED CHARGES
19-08-2022,TBMS-1011355456,rem chrgs:ecs return on 02-jul-2022hdbfs,448.51,,1193.5,ECS BOUNCED CHARGES
20-08-2022,TBMS-1011355416,rem chrgs:ecs return on 02-jul-2022tpcapfrst idfc,1180,,13.5,ECS BOUNCED CHARGES
01-09-2022,TBMS-1017724804,chrg: ecs return on 02-aug-2022tpcapfrst idfc fir,1180,,18061.15,ECS BOUNCED CHARGES
02-09-2022,TBMS-1017436562,chrg: ecs return on 02-aug-2022hdbfs,590,,14675.15,ECS BOUNCED CHARGES
27-07-2022,TBMS- , chrg: ecs return on 05-jul-2022 hdfc bank limited(value date: 26-07-2022)999110156 ,53.58,,0,ECS BOUNCED CHARGES
01-08-2022,TBMS- 1000570119, chrg: ecs return on 20-jul-2022 hdfc bank limited  ,590,,548.4,ECS BOUNCED CHARGES
08-08-2022,TBMS- 1005090416, rem chrgs:ecs return on 05-jul-2022 hdfc bank limi  ,536.42,,783.98,ECS BOUNCED CHARGES
08-08-2022,TBMS- 1005090457, rem chrgs:ecs return on 12-jul-2022 hdfc bank limi  ,590,,193.98,ECS BOUNCED CHARGES
01-09-2022,TBMS- 1016468158, chrg: ecs return on 02-aug-2022 tpcapfrst idfc fir  ,590,,4425.58,ECS BOUNCED CHARGES
02-09-2022,TBMS- , chrg: ecs return on 10-aug-2022 tpcapfrst idfc fir(value date: 01-09- 10175611902022) ,590,,225.58,ECS BOUNCED CHARGES
02-09-2022,TBMS- , chrg: ecs return on 03-aug-2022 tpcapfrst idfc fir(value date: 01-09- 10175449132022) ,225.58,,0,ECS BOUNCED CHARGES
08-09-2022,TBMS- 1018607066, chrg: ecs return on 23-aug-2022 tpcapfrst idfc fir  ,590,,674,ECS BOUNCED CHARGES
09-09-2022,TBMS- , chrg: ecs return on 18-aug-2022 tpcapfrst idfc fir(value date: 08-09- 10186935032022) ,590,,84,ECS BOUNCED CHARGES
26-07-2022,TBMS- 999514153, chrg: ecs return on 05-jul-2022 camden town techno  ,863,,0,ECS BOUNCED CHARGES
01-08-2022,TBMS- 1000642594, chrg: ecs return on 25-jul-2022 bd- bse limited  ,590,,543.01,ECS BOUNCED CHARGES
06-08-2022,TBMS- 1002220223, chrg: ecs return on 27-jul-2022 bd- bse limited  ,590,,1750.51,ECS BOUNCED CHARGES
09-08-2022,TBMS- , rem chrgs:ecs return on 05-jul-2022 camden town te(value date: 08-08- 10047304742022) ,317,,12023.51,ECS BOUNCED CHARGES
09-09-2022,TBMS- 1018460367, chrg: ecs return on 18-aug-2022 bd- bse limited(value date: 08-09-2022)  ,259.88,,0,ECS BOUNCED CHARGES
01-09-2022,TBMS-1017438179,chrg: ecs return on 05-aug-2022lm00782674,590,,2985.71,ECS BOUNCED CHARGES
26-07-2022,BAJAJTBMS- 998340171, chrg: ecs return on 02-jul-2022 finance ltd  ,590,,433.97,ECS BOUNCED CHARGES
01-09-2022,TBMS- 1016943093, chrg: ecs return on 03-aug-2022 tpcapfrst idfc fir  ,0.68,,0,ECS BOUNCED CHARGES
02-09-2022,TBMS- , chrg: ecs return on 10-aug-2022 tpcapfrst idfc fir(value date: 01-09- 10175038382022) ,590,,8110,ECS BOUNCED CHARGES
02-09-2022,TBMS- , chrg: ecs return on 02-aug-2022 tpcapfrst idfc fir(value date: 01-09- 10168326722022) ,590,,7520,ECS BOUNCED CHARGES
14-09-2022,TBMS- 1024831288, rem chrgs:ecs return on 03-aug-2022 tpcapfrst idfc  ,501.5,,0,ECS BOUNCED CHARGES
26-07-2022, TBMS-998351882 , chrg:ecsreturnon13-jul-2022lm00756948,314.74,,0,ECS BOUNCED CHARGES
27-07-2022, TBMS-999228646 , chrg:ecsreturnon07-jul-2022lm00756948(valuedate:26-jul-22),50,,0,ECS BOUNCED CHARGES
06-08-2022, TBMS-1002157947 , chrg:ecsreturnon26-jul-2022lm00756948,590,,1374.98,ECS BOUNCED CHARGES
09-08-2022, TBMS-1005924070 , remchrgs:ecsreturnon07-jul-2022lm00756948(valuedate:08-aug-22),540,,595.98,ECS BOUNCED CHARGES
09-08-2022, TBMS-1005924100 , remchrgs:ecsreturnon13-jul-2022lm00756948(valuedate:08-aug-22),275.26,,320.72,ECS BOUNCED CHARGES
01-09-2022,TBMS-1016802405,chrg: ecs return on 05-aug-2022lm00756948,97.72,,0,ECS BOUNCED CHARGES
02-09-2022,TBMS-1016565048,chrg: ecs return on 08-aug-2022lm00756948,590,,16684,ECS BOUNCED CHARGES
14-09-2022,TBMS-1027179782,rem chrgs:ecs return on 05-aug-2022lm00756948,492.28,,1190.61,ECS BOUNCED CHARGES
08-08-2022,TBMS-1007679052,rem chrgs:ecs return on 15-jul-2022resilient inno,590,,1139.3,ECS BOUNCED CHARGES
08-09-2022,TBMS-1018541569,chrg: ecs return on 22-aug-2022 tpemandate justdi,590,,525.27,ECS BOUNCED CHARGES
09-09-2022,TBMS-1018693098,chrg: ecs return on 29-aug-2022 tpemandate justdi,1125.27,,0,ECS BOUNCED CHARGES
14-09-2022,TBMS-1027843345,rem chrgs:ecs return on 07-jul-2022resilient inno,590,,635.64,ECS BOUNCED CHARGES
14-09-2022,TBMS-1027843371,rem chrgs:ecs return on 01-jul-2022huey tech pvt,526.32,,109.32,ECS BOUNCED CHARGES
21-06-2022,TBMS- , chrg: ecs return on 05-jun-2022 ctrazorpay(value date: 20-06-2022)980869483 ,590,,2446.91,ECS BOUNCED CHARGES
26-07-2022,TBMS- 998452150, chrg: ecs return on 05-jul-2022 ctrazorpay  ,590,,716,ECS BOUNCED CHARGES
01-09-2022,TBMS- 1017332353, chrg: ecs return on 15-aug-2022 ctrazorpay  ,590,,18320.01,ECS BOUNCED CHARGES
01-09-2022,TBMS- 1016770182, chrg: ecs return on 05-aug-2022 ctrazorpay  ,1180,,14189.01,ECS BOUNCED CHARGES
01-09-2022,TBMS- 1016138100, chrg: ecs return on 07-aug-2022 cashfree payments  ,590,,10899.01,ECS BOUNCED CHARGES
02-09-2022,TBMS- , chrg: ecs return on 05-aug-2022 tp ach megmasoft(value date: 01-09- 10164479952022) ,590,,10309.01,ECS BOUNCED CHARGES
15-11-2021,/ 38976288,ecs/achreturnchg-yesbank nachfail insufbalsbin0000000054931231-38976288,295,,4597.7,ECS BOUNCED CHARGES
27-07-2022,TBMS-999503606,chrg: ecs return on 06-jul-2022cars24 financial s,590,,5895.91,ECS BOUNCED CHARGES
29-06-2022,,neft return/idfbh22180226134/account does not exist,,30000,113992.41,NEFT BOUNCE
06-08-2022, TBMS-1002068364 , chrg:ecsreturnon29-jul-2022tpachmoneymitrai,590,,1599.71,ECS BOUNCED CHARGES
09-09-2022,TBMS- , chrg: ecs return on 18-aug-2022 navi finserv priva(value date: 08-09- 10183688602022) ,24.91,,2799.24,ECS BOUNCED CHARGES
27-07-2022,TBMS- , chrg: ecs return on 10-jul-2022 western capital ad(value date: 26999668893-07-2022) ,590,,464,ECS BOUNCED CHARGES
19-08-2022,TBMS- 1011695939, rem chrgs:ecs return on 11-jul-2022 razorpay  ,585.36,,0.24,ECS BOUNCED CHARGES
01-09-2022,,chrg: ecs return on 03-aug-2022ctrazorpay,154.4,,0,ECS BOUNCED CHARGES
01-09-2022,,chrg: ecs return on 02-aug-2022 bajajfinance ltd,1,,0,ECS BOUNCED CHARGES
14-09-2022,,rem chrgs:ecs return on 02-aug-2022tpcapfrst idfc,590,,2925,ECS BOUNCED CHARGES
14-09-2022,,rem chrgs:ecs return on 03-aug-2022bajaj finance,590,,2335,ECS BOUNCED CHARGES
14-09-2022,,rem chrgs:ecs return on 02-aug-2022bajaj finance,589,,1746,ECS BOUNCED CHARGES
14-09-2022,,rem chrgs:ecs return on 05-aug-2022 tpach moneymi,590,,720.4,ECS BOUNCED CHARGES
14-09-2022,,rem chrgs:ecs return on 03-aug-2022ctrazorpay,435.6,,720.4,ECS BOUNCED CHARGES
30-09-2022,TBMS- 1037832807, chrg: ecs return on 19-sep-2022 tp ach moneymitrai  ,2.73,,0,ECS BOUNCED CHARGES
27-09-2022,,chrg: ecs return on 02-sep-2022 bajajfinance ltd,590,,563.65,ECS BOUNCED CHARGES
02-09-2022,TBMS- , chrg: ecs return on 07-aug-2022 indusind bank cfd(value date: 01- 101675733709-2022) ,165.69,,0,ECS BOUNCED CHARGES
14-09-2022,TBMS- 1026128193, rem chrgs:ecs return on 07-aug-2022 indusind bank  ,424.31,,372.69,ECS BOUNCED CHARGES
28-09-2022,TBMS- , chrg: ecs return on 01-sep-2022 cashfree payments(value date: 271031598674-09-2022) ,352.04,,0,ECS BOUNCED CHARGES
23-08-2022,,neft return-accountdoes not exist-abhijeetdominik-p235220186726864null ,,10,2458.93,NEFT BOUNCE
23-09-2022,,neft-return-496372311-vrnsk services-account doesnot exist  r03,,3000,8251.95,NEFT BOUNCE
17-12-2021,,neft-return-25755379861dc-gst-nota validcpin for,,664,290977,NEFT BOUNCE
18-12-2021,,neft-return-25762080121dc-gst-nota validcpin for,,664,290977,NEFT BOUNCE
18-01-2022,,neft-return-26047377641dc-gst-nota validcpin for,,4960,1210893,NEFT BOUNCE
19-04-2022,,neft-return-27196805171dc-gst-nota validcpin for,,16903,102127,NEFT BOUNCE
28-09-2022,TBMS- , chrg: ecs return on 07-sep-2022 tp emnd homecredit(value date: 26- 102985126909-2022) ,590,,2369.38,ECS BOUNCED CHARGES
18-01-2022,NETZ93DFQV2VH,net-neft-n018220968373294-ayush gupta-yesb0000136-loan return-yes bank ltd,300000,,15546.9,NEFT BOUNCE
20-04-2022,NETTAGOX25PFB,net-neft-n110221148298901-rrg buildersand promoter pvt ltd-icic0001353-return -icici bank ltd,500000,,766139.69,NEFT BOUNCE
26-07-2022,TBMS- 999578865, chrg: ecs return on 11-jul-2022 razorpay  ,4.64,,0,ECS BOUNCED CHARGES
07-07-2022,,chrg/ecs return/02-07-2022fdrl70229012200032254585,413,,4233.41,ECS BOUNCED CHARGES
11-07-2022,,chrg/ecs return/05-07-2022fdrl00000000036338504595,371,,1.41,ECS BOUNCED CHARGES
08-08-2022,,chrg/ecs return/02-08-2022fdrl70229012200032254713,413,,5183.56,ECS BOUNCED CHARGES
07-09-2022,,chrg/ecs return/02-09-2022fdrl70229012200032254842,413,,1347.43,ECS BOUNCED CHARGES
09-09-2022,,chrg/ecs return/04-09-2022fdrl70104082200047584849,413,,42527.75,ECS BOUNCED CHARGES
07-10-2022,,chrg/ecs return/02-10-2022fdrl70229012200032254966,242,,1.14,ECS BOUNCED CHARGES
02-09-2022,TBMS- , chrg: ecs return on 07-aug-2022 cashfree payments(value date: 011017374539-09-2022) ,590,,85618.32,ECS BOUNCED CHARGES
27-07-2022,TBMS- , chrg: ecs return on 05-jul-2022 ctrazorpay(value date: 26-07-2022)999507890 ,116.5,,0,ECS BOUNCED CHARGES
19-08-2022,TBMS- 1010904151, rem chrgs:ecs return on 05-jul-2022 ctrazorpay  ,329.1,,0,ECS BOUNCED CHARGES
15-09-2022,TBMS- , rem chrgs:ecs return on 05-jul-2022 ctrazorpay(value date: 14-09-2022)1025111727 ,144.4,,9331.05,ECS BOUNCED CHARGES
28-09-2022,TBMS- , chrg: ecs return on 05-sep-2022 ctrazorpay(value date: 27-09-2022)1031204336 ,590,,4432.15,ECS BOUNCED CHARGES
28-09-2022,TBMS- , chrg: ecs return on 10-sep-2022 shuharitechventure(value date: 103116728727-09-2022) ,590,,3842.15,ECS BOUNCED CHARGES
27-07-2022,TBMS- 999523507, chrg: ecs return on 05-jul-2022 paysense(value date: 26-07-2022)  ,208.21,,0,ECS BOUNCED CHARGES
02-09-2022,TBMS- , chrg: ecs return on 06-aug-2022 ctrazorpay(value date: 01-09-2022)1016794122 ,590,,8440.68,ECS BOUNCED CHARGES
02-09-2022,TBMS- 1016637514, chrg: ecs return on 06-aug-2022 paysense(value date: 01-09-2022)  ,590,,7850.68,ECS BOUNCED CHARGES
14-09-2022,TBMS- 1024888522, rem chrgs:ecs return on 05-jul-2022 paysense  ,381.79,,28.29,ECS BOUNCED CHARGES
15-07-2022,TBMS- , rem chrgs:ecs return on 07-jun- 2022 cashfree payme(value date: 99281058414-07-2022) ,454.83,,3150.76,ECS BOUNCED CHARGES
28-09-2022,TBMS- , chrg: ecs return on 07-sep-2022 cashfree payments(value date: 261029161796-09-2022) ,590,,9601.94,ECS BOUNCED CHARGES
14-07-2022,TBMS- 995563748, rem chrgs:ecs return on 10-jun- 2022 indiashelterfi  ,544.51,,2615.55,ECS BOUNCED CHARGES
08-09-2022,TBMS- 1018822486, chrg: ecs return on 16-aug-2022 navi finserv priva  ,47.94,,0,ECS BOUNCED CHARGES
28-09-2022,TBMS- , chrg: ecs return on 10-sep-2022 tp ach megmasoft(value date: 26-09- 10301972602022) ,208.24,,0,ECS BOUNCED CHARGES
30-09-2022,TBMS- 1037812313, chrg: ecs return on 21-sep-2022 navi finserv priva  ,590,,833,ECS BOUNCED CHARGES
15-07-2022,TBMS- , rem chrgs:ecs return on 10-jun-2022 tp ach megmaso(value date: 14-07- 9920334982022) ,2800,,17.68,ECS BOUNCED CHARGES
15-07-2022,TBMS- , rem chrgs:ecs return on 10-jun-2022 cashfree payme(value date: 14-07- 9941477652022) ,304.69,,32516.91,ECS BOUNCED CHARGES
02-09-2022,TBMS- 1017321831, chrg: ecs return on 15-aug-2022 lic of india(value date: 01-09-2022)  ,590,,328.29,ECS BOUNCED CHARGES
01-07-2022,TBMS- 986462416, chrg: ecs return on 25-jun-2022 ctrazorpay  ,590,,25943.81,ECS BOUNCED CHARGES
01-08-2022,TBMS- 1000486643, chrg: ecs return on 25-jul-2022 ctrazorpay  ,590,,22788.25,ECS BOUNCED CHARGES
02-09-2022,TBMS- , chrg: ecs return on 02-aug-2022 huey tech pvt ltd(value date: 01- 101679455309-2022) ,590,,11252.14,ECS BOUNCED CHARGES
28-09-2022,TBMS- , chrg: ecs return on 01-sep-2022 ctrazorpay(value date: 26-09-2022)1029224381 ,590,,1997.73,ECS BOUNCED CHARGES
28-09-2022,TBMS- , chrg: ecs return on 02-sep-2022 huey tech pvt ltd(value date: 26- 102922437009-2022) ,590,,1407.73,ECS BOUNCED CHARGES
06-10-2022,TBMS- 1038403337, chrg: ecs return on 25-sep-2022 ctrazorpay  ,590,,4091.31,ECS BOUNCED CHARGES
16-03-2022,TBMS- 923121362, chrg: ecs return on 02-mar-2022 bajaj finance ltd  ,10.46,,0,ECS BOUNCED CHARGES
21-03-2022,TBMS- , rem chrgs:ecs return on 02-mar-2022 bajaj finance(value date: 20-03- 9278316262022) ,579.54,,302.46,ECS BOUNCED CHARGES
28-09-2022,TBMS-1029586351,chrg: ecs return on 05-sep-2022shuharitechventure,12.95,,0,ECS BOUNCED CHARGES
28-09-2022,TBMS- , chrg: ecs return on 16-sep-2022 ctrazorpay(value date: 27-09-2022)1031160316 ,472.17,,0,ECS BOUNCED CHARGES
06-10-2022,TBMS-1038497601,chrg: ecs return on 29-sep-2022ctrazorpay,590,,886,ECS BOUNCED CHARGES
01-09-2022,TBMS- 1017170693, chrg: ecs return on 01-aug-2022 cashfree payments  ,590,,8412.15,ECS BOUNCED CHARGES
06-10-2022,,chrg/ecs return/01-10-2022fdrl70229092200011334961,35,,1.37,ECS BOUNCED CHARGES
26-07-2022,TBMS-998008345,chrg: ecs return on 11-jul-2022 tpemnd homecredit,585.5,,0,ECS BOUNCED CHARGES
08-08-2022,TBMS-1006133708,rem chrgs:ecs return on 11-jul-2022tp emnd homecr,4.5,,947.5,ECS BOUNCED CHARGES
01-09-2022,TBMS-1016906233,chrg: ecs return on 11-aug-2022 yesbank limited,590,,11623.14,ECS BOUNCED CHARGES
02-09-2022,TBMS-1016906271,chrg: ecs return on 11-aug-2022 tpemnd homecredit,590,,21033.14,ECS BOUNCED CHARGES
02-09-2022,TBMS-1017708688,chrg: ecs return on 08-aug-2022 yesbank limited,590,,20443.14,ECS BOUNCED CHARGES
08-09-2022,TBMS-1018297835,chrg: ecs return on 20-aug-2022 tpemnd homecredit,590,,12656.55,ECS BOUNCED CHARGES
08-09-2022,TBMS-1018935089,chrg: ecs return on 18-aug-2022kotak life insuran,590,,12066.55,ECS BOUNCED CHARGES
27-09-2022,TBMS-1031088624,chrg: ecs return on 02-sep-2022bajaj finance ltd,578.95,,0,ECS BOUNCED CHARGES
06-10-2022,TBMS-1038403979,chrg: ecs return on 30-sep-2022 kotaklife insuran,590,,41243.15,ECS BOUNCED CHARGES
28-09-2022,TBMS- , chrg: ecs return on 10-sep-2022 ctrazorpay(value date: 26-09- 10300969852022) ,590,,1425.09,ECS BOUNCED CHARGES
28-09-2022,TBMS- , chrg: ecs return on 10-sep-2022 hdfc bank limited(value date: 26- 103009701709-2022) ,590,,835.09,ECS BOUNCED CHARGES
28-09-2022,TBMS- , chrg: ecs return on 05-sep-2022 hdfc bank limited(value date: 26- 103009695609-2022) ,590,,245.09,ECS BOUNCED CHARGES
28-09-2022,TBMS- , chrg: ecs return on 05-sep-2022 ctrazorpay(value date: 26-09-2022)1030127553 ,245.09,,0,ECS BOUNCED CHARGES
15-07-2022,TBMS- , rem chrgs:ecs return on 02-jun-2022 bajaj finance(value date: 14-07- 9949333872022) ,566.92,,137.36,ECS BOUNCED CHARGES
26-07-2022,TBMS- 998219642, chrg: ecs return on 16-jul-2022 navi finserv priva  ,13.36,,0,ECS BOUNCED CHARGES
02-09-2022,TBMS- , chrg: ecs return on 05-aug-2022 northern arc capit(value date: 01-09- 10174392962022) ,590,,3742.89,ECS BOUNCED CHARGES
14-09-2022,TBMS- 1027469863, rem chrgs:ecs return on 16-jul-2022 navi finserv p  ,576.64,,60010.06,ECS BOUNCED CHARGES
28-09-2022,TBMS- , chrg: ecs return on 05-sep-2022 northern arc capit(value date: 27-09- 10312898872022) ,590,,4946.33,ECS BOUNCED CHARGES
27-01-2022,,neft/return/axic220279886734/r03/aggressive chemi,,25000,-1457841.8,NEFT BOUNCE
27-07-2022,,ecs return chgs:mar'22,295,,-1940693.72,ECS BOUNCED CHARGES
28-09-2022,TBMS- , chrg: ecs return on 01-sep-2022 tp ach megmasoft(value date: 26-09- 10292957062022) ,173.77,,0,ECS BOUNCED CHARGES
15-02-2022,CIUBH22046038501,neft cr-ciub0000048-k m tiles-keshar ret ail india-ciubh22046038501,,50000,65108.12,NEFT BOUNCE
02-09-2022,TBMS- , chrg: ecs return on 05-aug-2022 ctrazorpay(value date: 01-09-2022)1017391527 ,1180,,11839.28,ECS BOUNCED CHARGES
28-09-2022,TBMS- , chrg: ecs return on 05-sep-2022 ctrazorpay(value date: 27-09-2022)1030862373 ,0.24,,0,ECS BOUNCED CHARGES
26-07-2022,TBMS-998624307,chrg: ecs return on 05-jul-2022 axisfinance limit,590,,48380.09,ECS BOUNCED CHARGES
26-07-2022,TBMS-998924215,chrg: ecs return on 09-jul-2022 axisfinance limit,590,,47742.89,ECS BOUNCED CHARGES
30-09-2022,TBMS-1037824406,chrg: ecs return on 22-sep-2022ctrazorpay,590,,9409.49,ECS BOUNCED CHARGES
26-07-2022,,  chrg: ecs return on 07-jul- tbms-998940261 26/07/2022      2022 bajaj finance ltd      ,200,,0,ECS BOUNCED CHARGES
14-10-2022,38976288,ecs/ach return chg-navifin nach fail insuf balsbin7011902220005516-38976288,96.85,,0,ECS BOUNCED CHARGES
14-08-2018,, s21571241 neft return/000145039344/account does credit       not exis/fortunext retail pvt ltd/        axrj182261392361/    ,0,6589,-12596852.18,NEFT BOUNCE
18-08-2018,, s24760861 neft return/000145526517/account does not credit       exis/hdfc credit cards/n230180612155808/    ,0,98000,-22496909.15,NEFT BOUNCE
14-05-2019,, s87694113 neft iw neft return : sdc111420599 /     p190514217009   ,,400,991.59,NEFT BOUNCE
27-06-2018,,  s55794852 neft iw neft return : sdc87567922 /      000137445017   ,,15300,-6268327.22,NEFT BOUNCE
28-09-2022,TBMS- , chrg: ecs return on 10-sep-2022 tp ach megmasoft(value date: 27-09- 10307462762022) ,209.59,,0,ECS BOUNCED CHARGES
27-09-2022,,  chrg: ecs return on 10-sep-2022 tbms-1031036138      shuharitechventure    ,88.42,,0,ECS BOUNCED CHARGES
16-10-2022,,  rem chrgs:ecs return on 10-sep-2022 tbms-1042594239      shuharitechven    ,501.58,,1.41,ECS BOUNCED CHARGES
